Name,SMILES,Melting_Point_Average(K)
"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C.F[B-](F)(F)F,406.35
"1-(4-chlorophenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C.F[P-](F)(F)(F)(F)F,427.05
"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium tetrafluoroborate",Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C.F[B-](F)(F)F,439.65
"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium hexafluorophosphate",Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C.F[P-](F)(F)(F)(F)F,495.15
"1-phenyl-2,3,5-trimethylpyrazolium tetrafluoroborate",Cc1cc(C)[n+](-c2ccccc2)n1C.F[B-](F)(F)F,418.4
"2,4,6-trimethylpyridinium 4-methylbenzenesulfonate",Cc1cc(C)[nH+]c(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,403.7
"1,4-dimethylpyridinium 4-methylbenzenesulfonate",Cc1cc[n+](C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,424.8
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium hexafluorophosphate,Cc1cc[n+](CC(=O)Nc2ccc(C)c(F)c2)cc1.F[P-](F)(F)(F)(F)F,339.6
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium trifluoroacetate,Cc1cc[n+](CC(=O)Nc2ccc(C)c(F)c2)cc1.O=C([O-])C(F)(F)F,331.6
1-(2-((2-fluoro-4-iodophenyl)amino)-2-oxoethyl)-4-methylpyridin-1-ium hexafluorophosphate,Cc1cc[n+](CC(=O)Nc2ccc(I)cc2F)cc1.F[P-](F)(F)(F)(F)F,326.6
4-methyl-1-(3-phenoxypropyl)pyridinium bromide,Cc1cc[n+](CCCOc2ccccc2)cc1.[Br-],408.1
4-methyl-1-(2-phenoxyethyl)pyridinium bromide,Cc1cc[n+](CCOc2ccccc2)cc1.[Br-],352.1
"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1.F[B-](F)(F)F,421.05
"1-(4-methylphenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",Cc1ccc(-[n+]2c(C)cc(C)n2C)cc1.F[P-](F)(F)(F)(F)F,411.45
dimethyldi(4-methylbenzyl)ammonium tetrafluoroborate,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[B-](F)(F)F,478.65
dimethyldi(4-methylbenzyl)ammonium hexafluorophosphate,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.F[P-](F)(F)(F)(F)F,490.95
dimethyldi(4-methylbenzyl)ammonium bromide,Cc1ccc(C[N+](C)(C)Cc2ccc(C)cc2)cc1.[Br-],475.15
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) 4-methylbenzenesulfonate",Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,254.69
"1,3-dimethylimidazolium tosylate",Cc1ccc(S(=O)(=O)[O-])cc1.Cn1cc[n+](C)c1,370.38
1-benzyl-3-methylbenzotriazolium tosylate,Cc1ccc(S(=O)(=O)[O-])cc1.Cn1n[n+](Cc2ccccc2)c2ccccc21,416.15
"1,3-dibenzylimidazolium tosylate",Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,386.69
benzothiazolium p-toluenesulfonate,Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc2sc[nH+]c2c1,393.15
"3,4-dimethylquinolizinium  tetrafluoroborate",Cc1ccc2cccc[n+]2c1C.F[B-](F)(F)F,459.55
"3,4-dimethylquinolizinium dicyanamide",Cc1ccc2cccc[n+]2c1C.N#C[N-]C#N,410.65
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium hexafluorophosphate,Cc1ccc[n+](CC(=O)Nc2ccc(C)c(F)c2)c1.F[P-](F)(F)(F)(F)F,343.6
1-(2-((3-fluoro-4-methylphenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium trifluoroacetate,Cc1ccc[n+](CC(=O)Nc2ccc(C)c(F)c2)c1.O=C([O-])C(F)(F)F,336.6
1-(2-((2-fluoro-4-iodophenyl)amino)-2-oxoethyl)-3-methylpyridin-1-ium hexafluorophosphate,Cc1ccc[n+](CC(=O)Nc2ccc(I)cc2F)c1.F[P-](F)(F)(F)(F)F,328.6
3-methyl-1-(3-phenoxypropyl)pyridinium bromide,Cc1ccc[n+](CCCOc2ccccc2)c1.[Br-],394.1
3-methyl-1-(2-phenoxyethyl)pyridinium bromide,Cc1ccc[n+](CCOc2ccccc2)c1.[Br-],390.1
dimethyldi(3-methylbenzyl)ammonium tetrafluoroborate,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[B-](F)(F)F,436.05
dimethyldi(3-methylbenzyl)ammonium hexafluorophosphate,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F,434.05
dimethyldi(3-methylbenzyl)ammonium chloride,Cc1cccc(C[N+](C)(C)Cc2cccc(C)c2)c1.[Cl-],422.25
2-methyl-1-(3-phenoxypropyl)pyridinium bromide,Cc1cccc[n+]1CCCOc1ccccc1.[Br-],440.1
2-methyl-1-(2-phenoxyethyl)pyridinium bromide,Cc1cccc[n+]1CCOc1ccccc1.[Br-],422.1
1-methyl-3-(2-oxo-2-o-tolyl-ethyl)-imidazolium bromide,Cc1ccccc1C(=O)C[n+]1ccn(C)c1.[Br-],426.15
1-methyl-3-(2-oxo-2-o-tolyl-ethyl)-imidazolium chloride,Cc1ccccc1C(=O)C[n+]1ccn(C)c1.[Cl-],426.15
"1,1'-(butane-1,4-diyl)bis(2,4-dimethylimidazolium) bromide",Cc1cn(CCCCn2cc(C)[nH+]c2C)c(C)[nH+]1.[Br-].[Br-],356.5
"1,4,5-trimethyl-3-trifluoromethyl-1,2,4-triazolium tetrafluoroborate",Cc1n(C)c(C(F)(F)F)n[n+]1C.F[B-](F)(F)F,403.15
"1,4,5-trimethyl-3-trifluoromethyl-1,2,4-triazolium bis(trifluoromethanesulfonyl)amide",Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15
"1,4,5-trimethyl-3-trifluoromethyl-1,2,4-triazolium trifluoromethanesulfonate",Cc1n(C)c(C(F)(F)F)n[n+]1C.O=S(=O)([O-])C(F)(F)F,410.15
"1,4,5-trimethyl-3-trifluoromethyl-1,2,4-triazolium perchlorate",Cc1n(C)c(C(F)(F)F)n[n+]1C.[O-][Cl+3]([O-])([O-])[O-],401.15
"1-(3-fluoropropyl)-3-trifluoromethyl-4,5-dimethyl-1,2,4-triazolium bis(trifluoromethanesulfonyl)amide",Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,322.15
"1-(3-fluoropropyl)-3-trifluoromethyl-4,5-dimethyl-1,2,4-triazolium iodide",Cc1n(C)c(C(F)(F)F)n[n+]1CCCF.[I-],388.15
"1,2,3-trimethyl-5-nitroimidazolium  nitrate",Cc1n(C)c([N+](=O)[O-])c[n+]1C.O=[N+]([O-])[O-],434.15
"1,2,3-trimethyl-5-nitroimidazolium perchlorate",Cc1n(C)c([N+](=O)[O-])c[n+]1C.[O-][Cl+3]([O-])([O-])[O-],459.15
"1,2,3-trimethylbenzoimidazolium bis((trifluoromethyl)sulfonyl)amide",Cc1n(C)c2ccccc2[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,336
"1,2,3-trimethylimidazolium picrate",Cc1n(C)cc[n+]1C.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,336.15
"1,2,3-trimethylimidazolium Bromide",Cc1n(C)cc[n+]1C.[Br-],462.15
"1,2,3-trimethylimidazolium chloride",Cc1n(C)cc[n+]1C.[Cl-],403.15
"1,2,3-trimethylimidazolium perchlorate",Cc1n(C)cc[n+]1C.[O-][Cl+3]([O-])([O-])[O-],377.15
"1-butyronitrile-2,3-dimethylimidazolium hexafluorophosphate",Cc1n(C)cc[n+]1CCCC#N.F[P-](F)(F)(F)(F)F,363.65
"1,2-dimethyl-3-(3-phenoxypropyl)-1H-imidazol-3-ium bromide",Cc1n(C)cc[n+]1CCCOc1ccccc1.[Br-],371.1
"1,2-dimethyl-3-(2-phenoxyethyl)-1H-imidazol-3-ium bromide",Cc1n(C)cc[n+]1CCOc1ccccc1.[Br-],392.1
"4-amino-1,5-dimethyl-1H-tetrazol-4-ium iodide",Cc1n(C)nn[n+]1N.[I-],394.1
"4-amino-1,5-dimethyl-1H-tetrazol-4-ium perchlorate",Cc1n(C)nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-],324.125
"1-cyclopentyl-2,3-dimethylimidazolium 4-nitropyrazolide",Cc1n(C2CCCC2)cc[n+]1C.O=[N+]([O-])c1cn[n-]c1,365
"1,2-bis(2,3-dimethylimidazolium-1-yl)ethane dibromide",Cc1n(CCn2cc[n+](C)c2C)cc[n+]1C.[Br-].[Br-],383.3
1-hydroxy-2-methyl-3-[2-(4-chlorophenyl)-2-oxoethyl]imidazolium bromide,Cc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1.[Br-],473.15
"1,3-di[4-bromobenzyloxy]-2-methylimidazolium bromide",Cc1n(OCc2ccc(Br)cc2)cc[n+]1OCc1ccc(Br)cc1.[Br-],447.15
"1,3-di-[4-nitrobenzyloxy]-2-methylimidazolium bromide",Cc1n(OCc2ccc([N+](=O)[O-])cc2)cc[n+]1OCc1ccc([N+](=O)[O-])cc1.[Br-],441.15
"5-methyl-3-azido-1,2,4-triazolium  nitrate",Cc1nc(N=[N+]=[N-])[nH][nH+]1.O=[N+]([O-])[O-],391.15
"1,3-dimethyl-5-nitroimidazolium  nitrate",Cn1c[n+](C)cc1[N+](=O)[O-].O=[N+]([O-])[O-],436.15
"1,3-dimethyl-5-nitroimidazolium perchlorate",Cn1c[n+](C)cc1[N+](=O)[O-].[O-][Cl+3]([O-])([O-])[O-],445.15
"3-azido-1,4-dimethyl-4H-1,2,4-triazol-1-ium nitrate",Cn1c[n+](C)nc1N=[N+]=[N-].O=[N+]([O-])[O-],371.125
"3-azido-1,4-dimethyl-4H-1,2,4-triazol-1-ium iodide",Cn1c[n+](C)nc1N=[N+]=[N-].[I-],389.1
"3-azido-1,4-dimethyl-4H-1,2,4-triazol-1-ium perchlorate",Cn1c[n+](C)nc1N=[N+]=[N-].[O-][Cl+3]([O-])([O-])[O-],341.125
"1-methyl-3-(1,1,2,2-tetrafluoroethyl)imidazolium tetrafluoroborate",Cn1cc[n+](C(F)(F)C(F)F)c1.F[B-](F)(F)F,337.15
"1-methyl-3-(1,1,2,2-tetrafluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,314.15
"1,3,1',3'-tetramethyl-2,2'-biimidazolium bis(hexafluorophosphate)",Cn1cc[n+](C)c1-c1n(C)cc[n+]1C.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,390.15
"1,3,1',3'-tetramethyl-2,2'-biimidazolium di[bis(trifluoromethanesulfonyl)
amide]",Cn1cc[n+](C)c1-c1n(C)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,366.15
"1,3-Dimethylimidazolium mono-succinate",Cn1cc[n+](C)c1.Cn1cc[n+](C)c1.O=C([O-])CCC(=O)[O-],384
1-methyl-3-methylimidazolium (nonafluoro-n-butyl)trifluoroborate,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,289.15
1-methyl-3-methylimidazolium (heptafluoro-n-propyl)trifluoroborate,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,284.15
1-methyl-3-methylimidazolium pentafluoroethyltrifluoroborate,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,300.15
1-methyl-3-methylimidazolium trifluoromethyltrifluoroborate,Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,288.15
"1,3-dimethylimidazolium tetrafluoroborate",Cn1cc[n+](C)c1.F[B-](F)(F)F,329.77
"1,3-dimethylimidazolium hydrogen maleate",Cn1cc[n+](C)c1.O=C([O-])/C=C\C(=O)O,394
"1,3-dimethylimidazolium trifluoroacetate",Cn1cc[n+](C)c1.O=C([O-])C(F)(F)F,325.15
"1,3-Dimethylimidazolium Formate",Cn1cc[n+](C)c1.O=C[O-],363
"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.11
"1,3-dimethylimidazolium trifluoromethanesulfonate",Cn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,311.15
"1,3-dimethylimidazolium bromide",Cn1cc[n+](C)c1.[Br-],390.4
"1,3-dimethylimidazolium chloride",Cn1cc[n+](C)c1.[Cl-],396.14
2-phenylazo-1-Methyl-3-methylimidazolium bis(pentafluoroethylsulfonyl)amide,Cn1cc[n+](C)c1N=Nc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,393
2-phenylazo-1-Methyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,Cn1cc[n+](C)c1N=Nc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,362
"3-[2-(3,4-dichlorophenyl)-2-oxoethyl]-1-methylimidazolium bromide",Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1.[Br-],456.65
"3-[2-(3,4-dichlorophenyl)-2-oxoethyl]-1-methylimidazolium chloride",Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1.[Cl-],456.65
3-[2-(4-chlorophenyl)-2-oxoethyl]-1-methylimidazolium bromide,Cn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1.[Br-],421.65
3-[2-(4-chlorophenyl)-2-oxoethyl]-1-methylimidazolium chloride,Cn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1.[Cl-],421.65
3-[2-(4-nitrophenyl)-2-oxoethyl]-1-methylimidazolium bromide,Cn1cc[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c1.[Br-],460.65
3-[2-(3-chlorophenyl)-2-oxoethyl]-1-methylimidazolium bromide,Cn1cc[n+](CC(=O)c2cccc(Cl)c2)c1.[Br-],449.15
3-[2-(3-chlorophenyl)-2-oxoethyl]-1-methylimidazolium chloride,Cn1cc[n+](CC(=O)c2cccc(Cl)c2)c1.[Cl-],449.15
1-(3-azido-2-bromopropyl)-3-methyl-3H-imidazol-1-ium dicyanamide,Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1.N#C[N-]C#N,279
1-(3-azido-2-bromopropyl)-3-methyl-3H-imidazol-1-ium bromide,Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1.[Br-],290
1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium dicyanamide,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,271
1-(2-azido-3-bromopropyl)-3-methyl-3H-imidazol-1-ium bromide,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.[Br-],283
"3-(2,3-bis((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](CC(CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,320.1
"1-methyl-3-(2,2,2-trifluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](CC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,251.2
"3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,304.1
"1-methyl-3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)imidazolium bis(trifluoromethylsulfonyl)imide",Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,220.2
"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Cn1cc[n+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,216.2
"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](CCC(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,208.2
1-butyronitrile-3-methylimidazolium hexafluorophosphate,Cn1cc[n+](CCCC#N)c1.F[P-](F)(F)(F)(F)F,345.15
3-(3-cyanopropyl)-1-methylimidazolium chloride,Cn1cc[n+](CCCC#N)c1.[Cl-],363.45
"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] tetrafluoroborate",Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,353.6
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazolium) hexafluorophosphate(V)",Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,386.77
"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,329.3
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) trifluoromethanesulfonate",Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,215.95
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) hydrogen sulfate (1:2)",Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.O=S(=O)([O-])O.O=S(=O)([O-])O,228.93
"3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",Cn1cc[n+](CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,281.1
1-methyl-3-(3-phenylpropyl)-1H-imidazolium hexafluorophosphate,Cn1cc[n+](CCCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,325.1
"1-methyl-3-(3-phenylpropyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Cn1cc[n+](CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.1
3-p-iodobenzoyloxyethyl-1-methylimidazolium tetrafluoroborate,Cn1cc[n+](CCOC(=O)c2ccc(I)cc2)c1.F[B-](F)(F)F,387.1
3-m-iodobenzoyloxyethyl-1-methylimidazolium tetrafluoroborate,Cn1cc[n+](CCOC(=O)c2cccc(I)c2)c1.F[B-](F)(F)F,350.6
1-methyl-3-(2-phenylethyl)-1H-imidazolium hexafluorophosphate,Cn1cc[n+](CCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,376.1
"1-methyl-3-(2-phenylethyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",Cn1cc[n+](CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310.1
"3,3'-(1,4-phenylenebis(methylene))bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",Cn1cc[n+](Cc2ccc(C[n+]3ccn(C)c3)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.1
"1-amino-3-methyl-1,2,3-triazolium nitrate",Cn1cc[n+](N)n1.O=[N+]([O-])[O-],359.15
"1-amino-3-methyl-1,2,3-triazolium azide",Cn1cc[n+](N)n1.[N-]=[N+]=[N-],323.15
1-methylimidazolium tetrafluoroborate,Cn1cc[nH+]c1.F[B-](F)(F)F,317.85
1-methylimidazolium hexafluorophosphate,Cn1cc[nH+]c1.F[P-](F)(F)(F)(F)F,389.15
1-Methylimidazolium pentadecafluorooctanoate,Cn1cc[nH+]c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,359.15
1-Methylimidazolium heptafluorobutyrate,Cn1cc[nH+]c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,352.15
1-methylimidazolium trifluoroacetate,Cn1cc[nH+]c1.O=C([O-])C(F)(F)F,324.15
1-methylimidazolium bis(trifluoromethylsulfonyl)imide,Cn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,299.125
1-methylimidazolium trifluoromethanesulfonate,Cn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,357.15
1-methylimidazolium hydrogen sulfate,Cn1cc[nH+]c1.O=S(=O)([O-])O,294
1-methylimidazolium nitrate,Cn1cc[nH+]c1.O=[N+]([O-])[O-],343.375
1-methylimidazolium bromide,Cn1cc[nH+]c1.[Br-],329.65
1-methylimidazolium chloride,Cn1cc[nH+]c1.[Cl-],341.51
1-methylimidazolium perchlorate,Cn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],430.15
"1,4-dimethyl-4H-1,2,4-triazolium triiodide",Cn1cn[n+](C)c1.I[I-]I,383.1
"1,4-dimethyl-4H-1,2,4-triazolium nitrate",Cn1cn[n+](C)c1.O=[N+]([O-])[O-],274.1
"1-(2-azidoethyl)-4-methyl-1,2,4-triazolium nitrate",Cn1cn[n+](CCN=[N+]=[N-])c1.O=[N+]([O-])[O-],216.1
"1-(2-azidoethyl)-4-methyl-4H-1,2,4-triazol-1-ium perchlorate",Cn1cn[n+](CCN=[N+]=[N-])c1.[O-][Cl+3]([O-])([O-])[O-],221.1
"1-amino-4-methyl-4H-1,2,4-triazol-1-ium perchlorate",Cn1cn[n+](N)c1.[O-][Cl+3]([O-])([O-])[O-],381.125
1-benzyl-3-methylbenzotriazolium bis((trifluoromethyl)sulfonyl)imide,Cn1n[n+](Cc2ccccc2)c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,342.15
1-benzyl-3-methylbenzotriazolium bromide,Cn1n[n+](Cc2ccccc2)c2ccccc21.[Br-],446.15
"1,5-diamino-4-methyl-1H-tetrazolium dinitramide",Cn1n[nH+]n(N)c1=N.O=[N+]([O-])[N-][N+](=O)[O-],357.6
"1,1'-(decane-1,10-diyl)bis(3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCC[n+]1ccn(CCCCCCCCCCn2cc[n+](CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.1
"1,1'-(ethane-1,2-diyl)bis(3-(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)imide",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCC[n+]1ccn(CCn2cc[n+](CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,338.1
"1,3-bis(3-((3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)thio)propyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)imide",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCn1cc[n+](CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353
"N,N_¢__?di(trifluoro-propyl)-4,4_¢__?bipyridinium di[bis((trifluoromethyl)sulfonyl)imide]",FC(F)(F)CC[n+]1ccc(-c2cc[n+](CCC(F)(F)F)cc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,369.15
"N,N_¢__?di(trifluoro-propyl)-4,4_¢__?bipyridinium di[trifluoromethanesulfonate]",FC(F)(F)CC[n+]1ccc(-c2cc[n+](CCC(F)(F)F)cc2)cc1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,376.15
"N,N_¢__?di(fluoro-propyl)-4,4_¢__?bipyridinium di[bis((trifluoromethyl)sulfonyl)imide]",FCCC[n+]1ccc(-c2cc[n+](CCCF)cc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,337.15
"N,N_¢__?di(fluoro-propyl)-4,4_¢__?bipyridinium di[trifluoromethanesulfonate]",FCCC[n+]1ccc(-c2cc[n+](CCCF)cc2)cc1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,362.15
