Name,SMILES,Melting_Point_Average(K)
3-[2-(3-methoxylphenyl)-2-oxoethyl]-3-isopropylimidazolium chloride,COc1cccc(C(=O)C[N+]2(C(C)C)C=CN=C2)c1.[Cl-],451.15
"3-[2-(2,3-dimethoxylphenyl)-2-oxoethyl]-1-methylimidazolium bromide",COc1cccc(C(=O)C[n+]2ccn(C)c2)c1OC.[Br-],489.15
3-[2-(2-methyloxyphenyl)-2-oxoethyl]-1-methylimidazolium bromide,COc1ccccc1C(=O)C[n+]1ccn(C)c1.[Br-],439.15
3-[2-(2-methyloxyphenyl)-2-oxoethyl]-1-methylimidazolium chloride,COc1ccccc1C(=O)C[n+]1ccn(C)c1.[Cl-],439.15
ethylenediamine Mesylate,CS(=O)(=O)O.NCCN,328.05
triethanolamine Mesylate,CS(=O)(=O)O.OCCN(CCO)CCO,343.05
diethanolamine Mesylate,CS(=O)(=O)O.OCCNCCO,302.15
"3,3'-(butane-1,4-diyl)bis(1-methyl-1H-imidazol-3-ium) methanesulfonate",CS(=O)(=O)[O-].CS(=O)(=O)[O-].Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1,226.36
"(S)-N,N,N-trimethyl-1-phenylethan-1-aminium methanesulfonate",CS(=O)(=O)[O-].C[C@@H](c1ccccc1)[N+](C)(C)C,440.1
"(R)-N,N,N-trimethyl-1-phenylethan-1-aminium methanesulfonate",CS(=O)(=O)[O-].C[C@H](c1ccccc1)[N+](C)(C)C,440.1
hydroxyethyltrimethylammonium methylsulfonate,CS(=O)(=O)[O-].C[N+](C)(C)CCO,381.7666667
"N,N-dimethylpyrrolidinium mesylate",CS(=O)(=O)[O-].C[N+]1(C)CCCC1,473.15
"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium methanesulfonate",CS(=O)(=O)[O-].Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C,349.45
"2,3,5-trimethyl-1-(4-nitrophenyl)-pyrazolium methanesulfonate",CS(=O)(=O)[O-].Cc1cc(C)[n+](-c2ccc([N+](=O)[O-])cc2)n1C,456.45
1-benzyl-3-methylbenzotriazolium mesylate,CS(=O)(=O)[O-].Cn1n[n+](Cc2ccccc2)c2ccccc21,365.15
Guanidinium mesylate,CS(=O)(=O)[O-].NC(N)=[NH2+],475.15
benzothiazolium methanesulfonate,CS(=O)(=O)[O-].c1ccc2sc[nH+]c2c1,378.15
tetra-methyl arsenic bis((trifluoromethyl)sulfonyl)imide,C[As+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,413.5
1-methylimidazolium L-lactate,C[C@H](O)C(=O)[O-].Cn1cc[nH+]c1,298.15
di(alaninium) sulfate,C[C@H]([NH3+])C(=O)O.C[C@H]([NH3+])C(=O)O.O=S(=O)([O-])[O-],414.15
alaninium tetrafluoroborate,C[C@H]([NH3+])C(=O)O.F[B-](F)(F)F,351.15
alaninium trifluoroacetate,C[C@H]([NH3+])C(=O)O.O=C([O-])C(F)(F)F,355.15
alaninium nitrate,C[C@H]([NH3+])C(=O)O.O=[N+]([O-])[O-],432.15
"tetramethylammonium 4,5-dicyanoimidazolate",C[N+](C)(C)C.N#Cc1nc[n-]c1C#N,470.15
"tetramethylammonium 4-nitro-1,2,3-triazolate",C[N+](C)(C)C.O=C([O-])C1([N+](=O)[O-])C=NN=N1,430.15
"tetramethylammonium 3,5-dinitro-1,2,4-triazolate",C[N+](C)(C)C.O=C([O-])C1([N+](=O)[O-])N=NC([N+](=O)[O-])=N1,487.15
tetramethylammonium 5-nitro-benzotriazolate,C[N+](C)(C)C.O=C([O-])c1c([N+](=O)[O-])ccc2[nH]nnc12,465.15
tetramethylammonium tetrazolate,C[N+](C)(C)C.O=C([O-])c1nnn[nH]1,489
tetramethylammonium bis((trifluoromethyl)sulfonyl)imide,C[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,406.22
"tetramethylammonium 2,4-dinitroimidazolate",C[N+](C)(C)C.O=[N+]([O-])c1c[n-]c([N+](=O)[O-])n1,454.15
tetramethylammonium 4-nitroimidazolate,C[N+](C)(C)C.O=[N+]([O-])c1c[n-]cn1,458.15
tetramethylammonium 5-nitrobenzimidazolate,C[N+](C)(C)C.O=[N+]([O-])c1ccc2nc[n-]c2c1,392.15
"tetramethylammonium 4,5-dinitroimidazolate",C[N+](C)(C)C.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],488.15
"N-adamantyl-N,N,N-trimethylammonium bis(fluorosulfonyl)amide",C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,351.45
"N-adamantyl-N,N,N-trimethylammonium bis(trifluoromethylsulfonyl)imide",C[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,370.35
"1-carboxy-N,N,N-trimethylmethanaminium bis((trifluoromethyl)sulfonyl)amide",C[N+](C)(C)CC(=O)O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,330
Butyronitriletrimethylammonium tetrafluoroborate,C[N+](C)(C)CCCC#N.F[B-](F)(F)F,334.05
Butyronitriletrimethylammonium hexafluorophosphate,C[N+](C)(C)CCCC#N.F[P-](F)(F)(F)(F)F,435.65
butyronitriletrimethylammonium bis(trifluoromethanesulfonyl)imide,C[N+](C)(C)CCCC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,331.25
3-trimethylammoniopropanesulfonic acid hydrosulfate,C[N+](C)(C)CCCS(=O)(=O)O.O=S(=O)([O-])O,261.15
1-methyl-1-(3-(trimethylammonio)propyl)piperidin-1-ium bis((trifluoromethyl)sulfonyl)amide,C[N+](C)(C)CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,451.01
4-methyl-4-(3-(trimethylammonio)propyl)morpholin-4-ium bis((trifluoromethyl)sulfonyl)amide,C[N+](C)(C)CCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,435.96
choline tosylate,C[N+](C)(C)CCO.Cc1ccc(S(=O)(=O)[O-])cc1,378.1
"2-hydroxy-N,N,N-trimethylethan-1-aminium 2-((2,3-dimethylphenyl)amino)benzoate",C[N+](C)(C)CCO.Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,348
choline glycolate,C[N+](C)(C)CCO.O=C([O-])CO,311.1
choline benzoate,C[N+](C)(C)CCO.O=C([O-])c1ccccc1,320.1
cholinium nicotinate,C[N+](C)(C)CCO.O=C([O-])c1cccnc1,329.12
2-hydroxyethyltrimethylammonium dihydrogen phosphate,C[N+](C)(C)CCO.O=P([O-])(O)O,392.15
cholinium bis(nonafluorobutylsulfonyl)imide,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303
choline bis(trifluoromethylsulfonyl)imide,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,305.875
cholinium perfluorobutanesulfonate,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,436
choline bromide,C[N+](C)(C)CCO.[Br-],472.875
(ferrocenylmethyl)trimethylammonium bis((trifluoromethyl)sulfonyl)imide,C[N+](C)(C)C[c-]1cccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Fe+2].c1cc[cH-]c1,357.65
trimethylbenzylammonium chloride,C[N+](C)(C)Cc1ccccc1.[Cl-],509.2
"N-phenyl-N,N,N-trimethylammonium tosylate",C[N+](C)(C)c1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,422.78
"N-phenyl-N,N,N-trimethylammonium dicyanoamide",C[N+](C)(C)c1ccccc1.N#C[N-]C#N,390.52
"N-phenyl-N,N,N-trimethylammonium thiocyanate",C[N+](C)(C)c1ccccc1.N#C[S-],389.3
"N-phenyl-N,N,N-trimethylammonium trifluoromethanesulfonate",C[N+](C)(C)c1ccccc1.O=S(=O)([O-])C(F)(F)F,356.12
dibenzyldimethylammonium tetrafluoroborate,C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[B-](F)(F)F,439.15
dibenzyldimethylammonium hexafluorophosphate,C[N+](C)(Cc1ccccc1)Cc1ccccc1.F[P-](F)(F)(F)(F)F,490.95
dibenzyldimethylammonium bromide,C[N+](C)(Cc1ccccc1)Cc1ccccc1.[Br-],448.15
"N-(2,2,3,3,4,4,5,5-octafluoro-1-pentoxyethyl)-N-methylmorpholinium hexafluorophosphate",C[N+]1(C(OCCC(F)(F)C(F)(F)C(F)F)C(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,335.15
"N,N-dimethylpyrrolidinium tosylate",C[N+]1(C)CCCC1.Cc1ccc(S(=O)(=O)[O-])cc1,440.15
"N,N-dimethylpyrrolidinium dicyanoamide",C[N+]1(C)CCCC1.N#C[N-]C#N,388.15
"N,N-dimethylpyrrolidinium cyanate",C[N+]1(C)CCCC1.N#C[O-],491.15
"1,1-dimethylpyrrolidinium bis((perfluoroethyl)sulfonyl)amide",C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,406.4
"N,N-dimethylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide",C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,395.3166667
"N,N-dimethylpyrrolidinium perfluorobutylsulfonate",C[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,471.15
4-(3-cyanopropyl)-4-methylmorpholinium tricyanomethanide,C[N+]1(CCCC#N)CCOCC1.N#C[C-](C#N)C#N,325.5
N-(3-fluoropropyl)-N-methylmorpholinium hexafluorophosphate,C[N+]1(CCCF)CCOCC1.F[P-](F)(F)(F)(F)F,353.15
N-(3-fluoropropyl)-N-methylmorpholinium trifluoromethanesulfonate,C[N+]1(CCCF)CCOCC1.O=S(=O)([O-])C(F)(F)F,341.15
N-(3-fluoropropyl)-N-methylmorpholinium nitrate,C[N+]1(CCCF)CCOCC1.O=[N+]([O-])[O-],331.15
4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide,C[N+]1(CCCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287
1-(2-hydroxyethyl)-1-methylpyrrolidin-1-ium bis((trifluoromethyl)sulfonyl)amide,C[N+]1(CCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.43
N-methyl-N-(2-hydroxyethyl)pyrrolidinium bromide,C[N+]1(CCO)CCCC1.[Br-],527.1
N-(2-hydroxyethyl)-N-methylmorpholinium bis((trifluoromethyl)sulfonyl)amide,C[N+]1(CCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.06
N-methyl-N-(2-hydroxyethyl)morpholinium bromide,C[N+]1(CCO)CCOCC1.[Br-],421.65
N-((trifluoroethoxy)ethyl)-N-methylmorpholinium hexafluorophosphate,C[N+]1(CCOCC(F)(F)F)CCOCC1.F[P-](F)(F)(F)(F)F,345.15
4-Benzyl-4-methylmorpholinium maleate,C[N+]1(Cc2ccccc2)CCOCC1.C[N+]1(Cc2ccccc2)CCOCC1.O=C([O-])/C=C\C(=O)[O-],298.15
4-Benzyl-4-methylmorpholinium tetrafluoroborate,C[N+]1(Cc2ccccc2)CCOCC1.F[B-](F)(F)F,361.15
4-Benzyl-4-methylmorpholinium salicylate,C[N+]1(Cc2ccccc2)CCOCC1.O=C([O-])c1ccccc1O,298.15
4-Benzyl-4-methylmorpholinium hydrogen sulfate,C[N+]1(Cc2ccccc2)CCOCC1.O=S(=O)([O-])O,298.15
4-Benzyl-4-methylmorpholinium nitrate,C[N+]1(Cc2ccccc2)CCOCC1.O=[N+]([O-])[O-],298.15
1-methyl-quinuclidinium bis((trifluoromethyl)sulfonyl)imide,C[N+]12CCC(CC1)CC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,412.15
trimethylammonium dihydrogen phosphate,C[NH+](C)C.O=P([O-])(O)O,389.1
trimethylammonium bis((trifluoromethyl)sulfonyl)amide,C[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,357.35
trimethylammonium hydrogen sulfate,C[NH+](C)C.O=S(=O)([O-])O,402.1
"1,1-dimethylhydrazinium azide",C[NH+](C)N.[N-]=[N+]=[N-],311.1
"1-(2,2-dimethyl-1,3-dioxolan-4-yl)-N-methyl-N-(pyridin-3-ylmethyl)methanaminium tetrafluoroborate",C[NH+](Cc1cccnc1)CC1COC(C)(C)O1.F[B-](F)(F)F,300.55
"3-azido-1-methyl-1H-1,2,4-triazol-1-ium nitrate",C[NH+]1C=NC(N=[N+]=[N-])=N1.O=[N+]([O-])[O-],339.1
"3-azido-1-methyl-1H-1,2,4-triazol-1-ium perchlorate",C[NH+]1C=NC(N=[N+]=[N-])=N1.[O-][Cl+3]([O-])([O-])[O-],328.1
N-methylpyrrolidinium  trifluoroacetate,C[NH+]1CCCC1.O=C([O-])C(F)(F)F,311.15
N-methylpyrrolidinium formate,C[NH+]1CCCC1.O=C[O-],241.15
n-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide,C[NH+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,356.15
1-methyl-2-oxopyrrolidin-1-ium sulfurochloridate,C[NH+]1CCCC1=O.O=S(=O)([O-])Cl,303.1
dimethylammonium tetrafluoroborate,C[NH2+]C.F[B-](F)(F)F,375
methanaminium formate,C[NH3+].O=C[O-],286.125
tetramethylphosphonium bis((trifluoromethyl)sulfonyl)imide,C[P+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,422.45
methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],503.85
tri-methylsulfonium tetrafluoroborate,C[S+](C)C.F[B-](F)(F)F,490.15
tri-methylsulfonium dicyanoamide,C[S+](C)C.N#C[N-]C#N,276.6833333
trimethylsulfonium bis(trifluoromethylsulfonyl)imide,C[S+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,320.04
tetra-methylsulfonium bis((trifluoromethyl)sulfonyl)imide,C[SH+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,391.15
1-phenylethanoyl-3-methylimidazolium bromide,C[n+]1cc[nH]c1CC(=O)c1ccccc1.[Br-],322.15
1-Cyanomethyl-3-methylimidazolium dicyanamide,C[n+]1ccn(CC#N)c1.N#C[N-]C#N,340.15
"1-(cyanomethyl)-3-methylimidazolium 4,5-dicyano-2-(trifluoromethyl)imidazolide",C[n+]1ccn(CC#N)c1.N#Cc1nc(C(F)(F)F)[n-]c1C#N,365.9
1-Cyanomethyl-3-methylimidazolium nitrate,C[n+]1ccn(CC#N)c1.O=[N+]([O-])[O-],376.15
1-Cyanomethyl-3-methylimidazolium chloride,C[n+]1ccn(CC#N)c1.[Cl-],447.15
"1-(2,3-dibromopropyl)-3-methylimidazolium hexafluorophosphate",C[n+]1ccn(CC(Br)CBr)c1.F[P-](F)(F)(F)(F)F,343.85
"1-(2,3-dibromopropyl)-3-methylimidazolium hexafluoroantimonate",C[n+]1ccn(CC(Br)CBr)c1.F[Sb-](F)(F)(F)(F)F,337.55
1-trifluoroethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,C[n+]1ccn(CC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,223
1-trifluoroethyl-3-methylimidazolium trifluoromethanesulfonate,C[n+]1ccn(CC(F)(F)F)c1.O=S(=O)([O-])C(F)(F)F,318.15
1-(2-Cyanoethyl)-3-methylimidazolium dicyanamide,C[n+]1ccn(CCC#N)c1.N#C[N-]C#N,285.15
1-(2-Cyanoethyl)-3-methylimidazolium nitrate,C[n+]1ccn(CCC#N)c1.O=[N+]([O-])[O-],335.15
1-(2-Cyanoethyl)-3-methylimidazolium bromide,C[n+]1ccn(CCC#N)c1.[Br-],416.15
3-methyl-1-(3-bromopropyl)-imidazolium hexafluorophosphate,C[n+]1ccn(CCCBr)c1.F[P-](F)(F)(F)(F)F,318.15
"1,12-Bis(3-methylimidazolium-1-yl)dodecane  nitrate",C[n+]1ccn(CCCCCCCCCCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],346.3
"1,10-Bis(3-methylimidazolium-1-yl)decane  nitrate",C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],326.6
"1,9-Bis(3-methylimidazolium-1-yl)nonane  nitrate",C[n+]1ccn(CCCCCCCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],338.5
"1,8-Bis(3-methylimidazolium-1-yl)octane tetrafluoroborate",C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,340.3
"1,8-Bis(3-methylimidazolium-1-yl)octane bis(pentafluoroethylsulfonyl)amide",C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,307.6
"1,8-Bis(3-methylimidazolium-1-yl)octane  nitrate",C[n+]1ccn(CCCCCCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],375.9
"1,6-Bis(3-methylimidazolium-1-yl)hexane tetrafluoroborate",C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,403.9
"1,6-Bis(3-methylimidazolium-1-yl)hexane bis(pentafluoroethylsulfonyl)amide",C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,278.3
"1,6-Bis(3-methylimidazolium-1-yl)hexane  nitrate",C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],444.1
"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],388.6
"1,5-Bis(3-methylimidazolium-1-yl)pentane tetrafluoroborate",C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,390.9
"1,5-Bis(3-methylimidazolium-1-yl)pentane bis(pentafluoroethylsulfonyl)amide",C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,287.6
"1,5-Bis(3-methylimidazolium-1-yl)pentane  nitrate",C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],421.3
"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],407.7
"1,4-Bis(3-methylimidazolium-1-yl)butane tetrafluoroborate",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.F[B-](F)(F)F.F[B-](F)(F)F,372.3
"1,4-Bis(3-methylimidazolium-1-yl)butane bis(pentafluoroethylsulfonyl)amide",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,320.4
"1,4-Bis(3-methylimidazolium-1-yl)butane nitrate",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.O=[N+]([O-])[O-].O=[N+]([O-])[O-],411
"1,1'-(butane-1,4-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.[Br-].[Br-],409.5666667
1-hydrocinnamyl-3-methylimidazolium hexafluorophosphate,C[n+]1ccn(CCCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,326.65
1-hydrocinnamyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,C[n+]1ccn(CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15
"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",C[n+]1ccn(CCCn2cc[n+](C)c2)c1.[Br-].[Br-],445.9
1-(2-hydroxyethyl)-3-methyl imidazolium hexafluorophosphate,C[n+]1ccn(CCO)c1.F[P-](F)(F)(F)(F)F,296.15
1-(2-hydroxyethyl)-3-methylimidazolium perfluoropentanoate,C[n+]1ccn(CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,294.8
1-(2-hydroxyethyl)-3-methylimidazolium nonafluoro-1-butanesulfonate,C[n+]1ccn(CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,251.5
1-(2-hydroxyethyl)-3-methyl imidazolium bromide,C[n+]1ccn(CCO)c1.[Br-],370.15
1-(2-hydroxyethyl)-3-methyl-1H-imidazolium chloride,C[n+]1ccn(CCO)c1.[Cl-],346.47
1-(2-hydroxyethyl)-3-methyl-imidazolium azide,C[n+]1ccn(CCO)c1.[N-]=[N+]=[N-],309.15
"1,1'-[ethane-1,2-diylbis(oxyethane-2,1-diyl)]bis(3-methylimidazolium) hexafluorophosphate",C[n+]1ccn(CCOCCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,364
"1,1'-(oxybis(ethane-2,1-diyl))bis(3-methylimidazolium) hexafluorophosphate",C[n+]1ccn(CCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,371.1
1-phenethyl-3-methylimidazolium hexafluorophosphate,C[n+]1ccn(CCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,376.15
1-phenethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,C[n+]1ccn(CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310.15
3-methyl-1-(naphthalen-2-ylmethyl)-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,C[n+]1ccn(Cc2ccc3ccccc3c2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.6
1-benzyl-3-methylimidazolium tetrafluoroborate,C[n+]1ccn(Cc2ccccc2)c1.F[B-](F)(F)F,350.1
1-benzyl-3-methylimidazolium hexafluorophosphate,C[n+]1ccn(Cc2ccccc2)c1.F[P-](F)(F)(F)(F)F,403.125
1-benzyl-3-methylimidazolium trifluoromethanesulfonate,C[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,300.15
1-benzyl-3-methylimidazolium bromide,C[n+]1ccn(Cc2ccccc2)c1.[Br-],399.15
1-benzyl-3-methyl-1H-imidazolium chloride,C[n+]1ccn(Cc2ccccc2)c1.[Cl-],343.1
"4-(2-azidoethyl)-1-methyl-4H-1,2,4-triazol-1-ium nitrate",C[n+]1cn(CCN=[N+]=[N-])cn1.O=[N+]([O-])[O-],217.1
"4-(2-azidoethyl)-1-methyl-4H-1,2,4-triazol-1-ium perchlorate",C[n+]1cn(CCN=[N+]=[N-])cn1.[O-][Cl+3]([O-])([O-])[O-],336.125
"1-methyl-4-amino-1,2,4-triazolium  nitrate",C[n+]1cn(N)cn1.O=[N+]([O-])[O-],327.15
"1-methyl-4-amino-1,2,4-triazolium iodide",C[n+]1cn(N)cn1.[I-],374.1
"1-methyl-4-amino-1,2,4-triazolium azide",C[n+]1cn(N)cn1.[N-]=[N+]=[N-],316.15
"4-amino-1-methyl-4H-1,2,4-triazol-1-ium perchlorate",C[n+]1cn(N)cn1.[O-][Cl+3]([O-])([O-])[O-],359.125
"1-methyl-3-azido-1,2,4-triazolium  nitrate",C[n+]1cnc(N=[N+]=[N-])[nH]1.O=[N+]([O-])[O-],339.15
"1-methyl-3-azido-1, 2, 4-triazolium 4,5-dinitroimidazolate",C[n+]1cnc(N=[N+]=[N-])[nH]1.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],353.15
"1-methyl-3-azido-1,2,4-triazolium perchlorate",C[n+]1cnc(N=[N+]=[N-])[nH]1.[O-][Cl+3]([O-])([O-])[O-],328.15
"1-methyl-1,2,4-triazolium 5-Nitrotetrazolate",C[n+]1cnc[nH]1.O=C([O-])C1([N+](=O)[O-])N=NN=N1,335.15
"1-methyl-1, 2, 4-triazolium 4,5-dinitroimidazolate",C[n+]1cnc[nH]1.O=[N+]([O-])c1nc[n-]c1[N+](=O)[O-],375.15
"1,2-dimethylimidazolium hexafluorophosphate",Cc1[nH+]ccn1C.F[P-](F)(F)(F)(F)F,388.15
"1,2-dimethylimidazolium bis((trifluoromethyl)sulfonyl)imide",Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,295.15
"1,2-dimethylimidazolium trifluoromethanesulfonate",Cc1[nH+]ccn1C.O=S(=O)([O-])C(F)(F)F,392.15
"1,2-dimethylimidazolium nitrate",Cc1[nH+]ccn1C.O=[N+]([O-])[O-],357.15
"1,2-dimethylimidazolium bromide",Cc1[nH+]ccn1C.[Br-],451.65
"1,2-dimethylimidazolium chloride",Cc1[nH+]ccn1C.[Cl-],454.15
"1,2-dimethylimidazolium perchlorate",Cc1[nH+]ccn1C.[O-][Cl+3]([O-])([O-])[O-],337.15
"1,1'-(butane-1,4-diyl)bis(2-methylimidazolium) bromide",Cc1[nH+]ccn1CCCCn1cc[nH+]c1C.[Br-].[Br-],358.3
"2,4,5-trimethylimidazolium Bromide",Cc1[nH]c(C)c(C)[nH+]1.[Br-],467.15
"2,4,5-trimethylimidazolium chloride",Cc1[nH]c(C)c(C)[nH+]1.[Cl-],467.15
2-methylimidazolium bis(trifluoromethylsulfonyl)imide,Cc1[nH]cc[nH+]1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,369
"1,2,3,4,5-pentamethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",Cc1c(C)[n+](C)c(C)n1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,391.1
"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium tetrafluoroborate",Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C.F[B-](F)(F)F,434.35
"1-(4-bromophenyl)-2,3,5-trimethylpyrazolium hexafluorophosphate",Cc1cc(C)[n+](-c2ccc(Br)cc2)n1C.F[P-](F)(F)(F)(F)F,452.95
